old_url,current_url,proposed_url,action,category,confidence,doc_id,fern_file,notes
/sdks/realtime-sdk/v2/language/ruby/calling/results/send-digits-result,/realtime-sdk/v2/reference/ruby/calling/results/send-digits,/realtime-sdk/v2/reference/ruby/calling/results/send-digits,redirect,matched_changed,1.000,31ae0f87-e254-4195-ba60-57fc53b9c25e,realtime-sdk/pages/v2/language/ruby/calling/results/send-digits-result.mdx,
/sdks/realtime-sdk/v2/language/ruby/calling/results/stop-result,/realtime-sdk/v2/reference/ruby/calling/results/stop,/realtime-sdk/v2/reference/ruby/calling/results/stop,redirect,matched_changed,1.000,9cd3cd18-9ed0-4334-8422-94794793b6a9,realtime-sdk/pages/v2/language/ruby/calling/results/stop-result.mdx,
/sdks/realtime-sdk/v2/language/ruby/calling/results/tap-result,/realtime-sdk/v2/reference/ruby/calling/results/tap,/realtime-sdk/v2/reference/ruby/calling/results/tap,redirect,matched_changed,1.000,9d713b15-a12c-465e-a72d-7a6f78cfa5f8,realtime-sdk/pages/v2/language/ruby/calling/results/tap-result.mdx,
/sdks/realtime-sdk/v2/language/ruby/consumer,/realtime-sdk/v2/reference/ruby/consumer,/realtime-sdk/v2/reference/ruby/consumer,redirect,matched_changed,1.000,c7f14ed5-eaf2-4938-8e4b-d78fd61cae4c,realtime-sdk/pages/v2/language/ruby/consumer.mdx,
/sdks/realtime-sdk/v2/language/ruby/event,/realtime-sdk/v2/reference/ruby/event,/realtime-sdk/v2/reference/ruby/event,redirect,matched_changed,1.000,dc675c1d-960c-453e-bb7a-1690ce415528,realtime-sdk/pages/v2/language/ruby/event.mdx,
/sdks/realtime-sdk/v2/language/ruby/messaging,/realtime-sdk/v2/reference/ruby/messaging,/realtime-sdk/v2/reference/ruby/messaging,redirect,matched_changed,1.000,2527e387-5b39-4977-9bfc-305c8b9f5b9e,realtime-sdk/pages/v2/language/ruby/messaging/index.mdx,
/sdks/realtime-sdk/v2/language/ruby/messaging/message,/realtime-sdk/v2/reference/ruby/messaging/message,/realtime-sdk/v2/reference/ruby/messaging/message,redirect,matched_changed,1.000,2849d474-b0e7-4516-99d2-d2e6e58c7220,realtime-sdk/pages/v2/language/ruby/messaging/message.mdx,
/sdks/realtime-sdk/v2/language/ruby/messaging/send-result,/realtime-sdk/v2/reference/ruby/messaging/send-result,/realtime-sdk/v2/reference/ruby/messaging/send-result,redirect,matched_changed,1.000,8685f099-b938-46cc-9724-761014b9ca6c,realtime-sdk/pages/v2/language/ruby/messaging/send-result.mdx,
/sdks/realtime-sdk/v2/language/ruby/relay-client,/realtime-sdk/v2/reference/ruby/relay-client,/realtime-sdk/v2/reference/ruby/relay-client,redirect,matched_changed,1.000,594adce0-73df-4769-8b31-43c9587672a5,realtime-sdk/pages/v2/language/ruby/relay-client.mdx,
/sdks/realtime-sdk/v2/language/ruby/task,/realtime-sdk/v2/reference/ruby/task,/realtime-sdk/v2/reference/ruby/task,redirect,matched_changed,1.000,818eb05a-347c-4d8b-9a7b-68503b1797c5,realtime-sdk/pages/v2/language/ruby/task/index.mdx,
/sdks/realtime-sdk/v3,/realtime-sdk/v3,/realtime-sdk/v3,redirect,matched_changed,1.000,842057a6-bbf3-4870-a3ef-e74b7440cd07,realtime-sdk/pages/v3/index.mdx,
/sdks/realtime-sdk/v3/chat,/realtime-sdk/v3/reference/chat,/realtime-sdk/v3/reference/chat,redirect,slug_changed,0.732,952fc9a5-3b75-45a5-adb7-d48ceab0f0fb,realtime-sdk/pages/v3/tech-ref/chat/index.mdx,body=0.665 fname=1.000
/sdks/realtime-sdk/v3/chat/client,/realtime-sdk/v3/reference/chat/client,/realtime-sdk/v3/reference/chat-client [COLLISION],redirect,slug_changed,0.840,b031f15a-d6f2-4255-b459-598573d898d1,realtime-sdk/pages/v3/tech-ref/chat/chat-client.mdx,body=0.925 fname=0.500
/sdks/realtime-sdk/v3/chat/member,/realtime-sdk/v3/reference/chat/chat-member,/realtime-sdk/v3/reference/chat/chat-member,redirect,slug_changed,0.900,c95d6c65-c2cd-410f-8006-e8db45e8dfa3,realtime-sdk/pages/v3/tech-ref/chat/chat-chatmember.mdx,body=1.000 fname=0.500
/sdks/realtime-sdk/v3/chat/message,/realtime-sdk/v3/reference/chat/chat-message,/realtime-sdk/v3/reference/chat/chat-message,redirect,slug_changed,0.900,ff598f17-9f7d-49fe-9866-1b7cc9d5752a,realtime-sdk/pages/v3/tech-ref/chat/chat-chatmessage.mdx,body=1.000 fname=0.500
/sdks/realtime-sdk/v3/guides,/realtime-sdk/v3/guides,/realtime-sdk/v3/guides,redirect,matched_changed,1.000,1207f582-ef0d-4c71-8ae3-752f2fc540af,realtime-sdk/pages/v3/guides/index.mdx,
/sdks/realtime-sdk/v3/guides/messaging/first-steps-with-messaging,/realtime-sdk/v3/guides/messaging/first-steps-with-messaging,/realtime-sdk/v3/guides/first-steps-with-messaging,redirect,matched_changed,1.000,8c092675-74d7-41cb-8a8f-439ac3500625,realtime-sdk/pages/v3/guides/messaging/first-steps-with-messaging.mdx,
/sdks/realtime-sdk/v3/guides/messaging/forwarding-texts-to-email,/realtime-sdk/v3/guides/messaging/forwarding-texts-to-email-nodejs,/realtime-sdk/v3/guides/forwarding-texts-to-email-nodejs,redirect,slug_changed,0.842,b9ff9d38-6a88-4041-a836-0c29772995d8,realtime-sdk/pages/v3/guides/messaging/forwarding-texts-to-email-nodejs.mdx,body=0.928 fname=0.500
/sdks/realtime-sdk/v3/guides/messaging/send-sms-from-the-browser,/realtime-sdk/v3/guides/messaging/send-sms-from-the-browser-using-node-js,/realtime-sdk/v3/guides/send-sms-from-the-browser-using-node-js,redirect,slug_changed,0.871,b11cb040-7a54-46ed-873d-e8374dd9ee5a,realtime-sdk/pages/v3/guides/messaging/send-sms-from-the-browser-using-node-js.mdx,body=0.963 fname=0.500
/sdks/realtime-sdk/v3/guides/realtime-relay-v4-vs-v3,/realtime-sdk/v3/guides/realtime-relay-v4-vs-v3,/realtime-sdk/v3/guides/realtime-relay-v4-vs-v3,redirect,matched_changed,1.000,cadc62d8-629b-4a93-b058-d76b1ef7c73f,realtime-sdk/pages/v3/guides/realtime-relay-v4-vs-v3.mdx,
/sdks/realtime-sdk/v3/guides/voice/first-steps-with-voice,/realtime-sdk/v3/guides/voice/first-steps-with-voice,/realtime-sdk/v3/guides/first-steps-with-voice,redirect,matched_changed,1.000,198fbd9a-88c0-4839-9983-48cf2fbe66d8,realtime-sdk/pages/v3/guides/voice/first-steps-with-voice.mdx,
/sdks/realtime-sdk/v3/guides/voice/setting-up-voicemail,/realtime-sdk/v3/guides/voice/setting-up-voicemail,/realtime-sdk/v3/guides/setting-up-voicemail,redirect,matched_changed,1.000,15f7f61e-50c9-47bc-983a-ff9c64f6eca8,realtime-sdk/pages/v3/guides/voice/setting-up-voicemail.mdx,
/sdks/realtime-sdk/v3/guides/voice/weather-phone,/realtime-sdk/v3/guides/voice/weather-phone-with-signalwire-realtime-api,/realtime-sdk/v3/guides/weather-phone-with-signalwire-realtime-api,redirect,slug_changed,0.884,0f3dee1a-ff76-408f-a0e9-fd51dedb1ecb,realtime-sdk/pages/v3/guides/voice/weather-phone-with-signalwire-realtime-api.mdx,body=0.980 fname=0.500
/sdks/realtime-sdk/v3/messaging,/realtime-sdk/v3/reference/messaging,/realtime-sdk/v3/reference/messaging,redirect,slug_changed,0.795,508e082e-8dad-45ff-b100-fb687cadbbb4,realtime-sdk/pages/v3/tech-ref/messaging/index.mdx,body=0.743 fname=1.000
/sdks/realtime-sdk/v3/messaging/client,/realtime-sdk/v3/reference/messaging/client,/realtime-sdk/v3/reference/messaging-client [COLLISION],redirect,slug_changed,0.822,d5422e3a-1af9-4c0c-8721-d53c3cdcadec,realtime-sdk/pages/v3/tech-ref/messaging/messaging-client.mdx,body=0.903 fname=0.500
/sdks/realtime-sdk/v3/messaging/message-contract,/realtime-sdk/v3/reference/messaging/message-contract,/realtime-sdk/v3/reference/messaging/message-contract,redirect,slug_changed,0.946,239df371-e126-466f-bc87-1ee900801cea,realtime-sdk/pages/v3/tech-ref/messaging/messaging-messagecontract.mdx,body=1.000 fname=0.732
/sdks/realtime-sdk/v3/messaging/messaging-sendresult,/realtime-sdk/v3/reference/messaging/messaging-send-result,/realtime-sdk/v3/reference/messaging/messaging-send-result,redirect,slug_changed,0.963,d92fdd04-323c-4d3c-b09d-9c6ab67cde56,realtime-sdk/pages/v3/tech-ref/messaging/messaging-messagingsendresult.mdx,body=1.000 fname=0.816
/sdks/realtime-sdk/v3/pubsub,/realtime-sdk/v3/reference/pubsub,/realtime-sdk/v3/reference/pubsub,redirect,slug_changed,0.781,e70a9375-0dfd-4429-8837-0a31cab4d86e,realtime-sdk/pages/v3/tech-ref/pubsub/index.mdx,body=0.727 fname=1.000
/sdks/realtime-sdk/v3/pubsub/client,/realtime-sdk/v3/reference/pubsub/client,/realtime-sdk/v3/reference/pubsub-client [COLLISION],redirect,slug_changed,0.811,ec58511d-a072-4943-8bbe-e969ee2ec521,realtime-sdk/pages/v3/tech-ref/pubsub/pubsub-client.mdx,body=0.888 fname=0.500
/sdks/realtime-sdk/v3/realtime-client,/realtime-sdk/v3/reference/realtime-client,/realtime-sdk/v3/reference/realtime-client,redirect,slug_changed,0.792,082cb39d-62af-4059-9d51-72dbb30dbbe1,realtime-sdk/pages/v3/tech-ref/realtime-client/index.mdx,body=0.740 fname=1.000
/sdks/realtime-sdk/v3/task,/realtime-sdk/v3/reference/task,/realtime-sdk/v3/reference/task,redirect,slug_changed,0.940,16e9f6d9-1eac-42e4-b871-72fb1e938bcd,realtime-sdk/pages/v3/tech-ref/task/index.mdx,body=0.925 fname=1.000
/sdks/realtime-sdk/v3/task/client,/realtime-sdk/v3/reference/task/client,/realtime-sdk/v3/reference/task-client [COLLISION],redirect,slug_changed,0.789,fe5d9bd4-5725-4c9b-96fd-29c12eb6b52b,realtime-sdk/pages/v3/tech-ref/task/task-client.mdx,body=0.862 fname=0.500
/sdks/realtime-sdk/v3/tech-ref/pubsub/pubsub-pubsubmessage,/realtime-sdk/v3/reference/pubsub/pubsub-message,/realtime-sdk/v3/reference/pubsub/pubsub-message,redirect,matched_changed,1.000,cc08bed3-cfa9-4e42-8e36-136bd24b1e76,realtime-sdk/pages/v3/tech-ref/pubsub/pubsub-pubsubmessage.mdx,
/sdks/realtime-sdk/v3/video,/realtime-sdk/v3/reference/video,/realtime-sdk/v3/reference/video,redirect,slug_changed,0.702,37a798cc-097f-4527-a88c-54a04b5b6c2b,realtime-sdk/pages/v3/tech-ref/video/index.mdx,body=0.628 fname=1.000
/sdks/realtime-sdk/v3/video/room-session,/realtime-sdk/v3/reference/video/room-session,/realtime-sdk/v3/reference/video-room-session [COLLISION],redirect,slug_changed,0.939,715d96b0-ad81-43f7-b52e-148842d0a573,realtime-sdk/pages/v3/tech-ref/video/video-roomsession.mdx,body=0.984 fname=0.759
/sdks/realtime-sdk/v3/video/roomsession-fullstate,/realtime-sdk/v3/reference/video/room-session-full-state,/realtime-sdk/v3/reference/video/room-session-full-state,redirect,slug_changed,0.932,47cf2261-1184-4706-9044-4ac84890f112,realtime-sdk/pages/v3/tech-ref/video/video-roomsessionfullstate.mdx,body=0.952 fname=0.851
/sdks/realtime-sdk/v3/video/roomsession-member,/realtime-sdk/v3/reference/video/room-session-member,/realtime-sdk/v3/reference/video/room-session-member,redirect,slug_changed,0.958,e5fcc7e8-57b4-4f27-b422-a381e5667878,realtime-sdk/pages/v3/tech-ref/video/video-roomsessionmember.mdx,body=0.991 fname=0.829
/sdks/realtime-sdk/v3/video/roomsession-playback,/realtime-sdk/v3/reference/video/room-session-playback,/realtime-sdk/v3/reference/video/room-session-playback,redirect,slug_changed,0.965,ba8c2c45-3fb4-4c3c-8ca5-783da1d1109c,realtime-sdk/pages/v3/tech-ref/video/video-roomsessionplayback.mdx,body=0.995 fname=0.844
/sdks/realtime-sdk/v3/video/roomsession-recording,/realtime-sdk/v3/reference/video/room-session-recording,/realtime-sdk/v3/reference/video/room-session-recording,redirect,slug_changed,0.970,bb713571-149c-4c10-ae14-72ed7eb94c7a,realtime-sdk/pages/v3/tech-ref/video/video-roomsessionrecording.mdx,body=1.000 fname=0.851
/sdks/realtime-sdk/v3/video/roomsession-stream,/realtime-sdk/v3/reference/video/room-session-stream,/realtime-sdk/v3/reference/video/room-session-stream,redirect,slug_changed,0.966,0bf355b8-722c-4c96-b094-19b90f61f51a,realtime-sdk/pages/v3/tech-ref/video/video-roomsessionstream.mdx,body=1.000 fname=0.829
