doc_id,title,slug,file_path,product
,getDisplayMedia,/reference/webrtc/get-display-media,browser-sdk\pages\latest\reference\webrtc\functions\get-display-media.mdx,browser-sdk
,getMicrophoneDevicesWithPermissions,/reference/webrtc/get-microphone-devices-with-permissions,browser-sdk\pages\latest\reference\webrtc\functions\get-microphone-devices-with-permissions.mdx,browser-sdk
,getMicrophoneDevices,/reference/webrtc/get-microphone-devices,browser-sdk\pages\latest\reference\webrtc\functions\get-microphone-devices.mdx,browser-sdk
,getSpeakerDevicesWithPermissions,/reference/webrtc/get-speaker-devices-with-permissions,browser-sdk\pages\latest\reference\webrtc\functions\get-speaker-devices-with-permissions.mdx,browser-sdk
,getSpeakerDevices,/reference/webrtc/get-speaker-devices,browser-sdk\pages\latest\reference\webrtc\functions\get-speaker-devices.mdx,browser-sdk
,getSupportedConstraints,/reference/webrtc/get-supported-constraints,browser-sdk\pages\latest\reference\webrtc\functions\get-supported-constraints.mdx,browser-sdk
,getUserMedia,/reference/webrtc/get-user-media,browser-sdk\pages\latest\reference\webrtc\functions\get-user-media.mdx,browser-sdk
,requestPermissions,/reference/webrtc/request-permissions,browser-sdk\pages\latest\reference\webrtc\functions\request-permissions.mdx,browser-sdk
,setMediaElementSinkId,/reference/webrtc/set-media-element-sink-id,browser-sdk\pages\latest\reference\webrtc\functions\set-media-element-sink-id.mdx,browser-sdk
,stopStream,/reference/webrtc/stop-stream,browser-sdk\pages\latest\reference\webrtc\functions\stop-stream.mdx,browser-sdk
,stopTrack,/reference/webrtc/stop-track,browser-sdk\pages\latest\reference\webrtc\functions\stop-track.mdx,browser-sdk
,supportsGetDisplayMedia,/reference/webrtc/supports-get-display-media,browser-sdk\pages\latest\reference\webrtc\functions\supports-get-display-media.mdx,browser-sdk
,supportsGetUserMedia,/reference/webrtc/supports-get-user-media,browser-sdk\pages\latest\reference\webrtc\functions\supports-get-user-media.mdx,browser-sdk
,supportsMediaDevices,/reference/webrtc/supports-media-devices,browser-sdk\pages\latest\reference\webrtc\functions\supports-media-devices.mdx,browser-sdk
,supportsMediaOutput,/reference/webrtc/supports-media-output,browser-sdk\pages\latest\reference\webrtc\functions\supports-media-output.mdx,browser-sdk
,Common webhook errors,/guides/common-webhook-errors,compatibility-api\pages\cxml\guides\common-webhook-errors.mdx,compatibility-api
,Add mustache template parameters to cXML responses,/guides/general/utilizing-mustache-templates,compatibility-api\pages\cxml\guides\mustache-template-parameters.mdx,compatibility-api
0f7a51b9-708a-48fa-bccf-d9a449c4489c,SignalWire Documentation,/,home\pages\welcome.mdx,home
d84c0f7e-e911-4655-8812-a0dd1eea530d,SignalWire Docs,overview,home2\pages\index.mdx,home2
e48c61fe-da5c-4689-8610-0aac7f6d235e,Chain of thought prompting for SignalWire AI agents,/ai/get-started/prompt-engineering/advanced-techniques/chain-of-thought,platform\pages\ai\guides\prompt-engineering\advanced-techniques\chain-of-thought.mdx,platform
f3f92f9e-946e-48da-9846-773eae840ef4,Advanced prompt engineering techniques,/ai/get-started/prompt-engineering/advanced-techniques,platform\pages\ai\guides\prompt-engineering\advanced-techniques\index.mdx,platform
269d6171-a7cd-42f6-bc32-c864176eb0d0,Managing long context windows,/ai/get-started/prompt-engineering/advanced-techniques/managing-long-context,platform\pages\ai\guides\prompt-engineering\advanced-techniques\managing-long-context.mdx,platform
e2e82378-20f1-417b-b0ce-3800ed4fd6c6,Multishot prompting,/ai/get-started/prompt-engineering/advanced-techniques/multishot-prompting,platform\pages\ai\guides\prompt-engineering\advanced-techniques\multishot-prompting.mdx,platform
27d975aa-40b8-4630-a227-ebad8b801bfa,RISEN prompting,/ai/get-started/prompt-engineering/advanced-techniques/risen-framework,platform\pages\ai\guides\prompt-engineering\advanced-techniques\risen-framework.mdx,platform
caa6d5c6-fa16-4804-98b9-c759fd385260,Analysis tasks,/ai/get-started/prompt-engineering/task-analysis,platform\pages\ai\guides\prompt-engineering\task-analysis.mdx,platform
016eadae-f6e7-4df3-a27c-1c6dcc67c0be,Generation tasks,/ai/get-started/prompt-engineering/task-generation,platform\pages\ai\guides\prompt-engineering\task-generation.mdx,platform
41ba9eb7-8d48-4198-add0-fac1e7610c03,Calling,/calling,platform\pages\calling\index.mdx,platform
f2a57053-a21c-4d37-9b83-bcb80096ee07,Get started,getting-started,platform\pages\getting-started.mdx,platform
7a531d8d-e52c-4e6c-824a-a896579a5b40,Events,reference/chat/client/events,realtime-sdk\pages\latest\tech-ref\chat\client\events.mdx,realtime-sdk
a96a20f0-d142-4f1e-97f3-548d178cf97e,getMembers,reference/chat/client/methods/get-members,realtime-sdk\pages\latest\tech-ref\chat\client\methods\getmembers.mdx,realtime-sdk
f72c466c-b0d3-489f-a981-1126495b338a,getMemberState,reference/chat/client/methods/get-member-state,realtime-sdk\pages\latest\tech-ref\chat\client\methods\getmemberstate.mdx,realtime-sdk
697a1656-013c-4f65-b44e-45dc3a894b62,getMessages,reference/chat/client/methods/get-messages,realtime-sdk\pages\latest\tech-ref\chat\client\methods\getmessages.mdx,realtime-sdk
15da95d5-c3d6-4807-958f-67754eb8c3d3,listen,reference/chat/client/methods/listen,realtime-sdk\pages\latest\tech-ref\chat\client\methods\listen.mdx,realtime-sdk
d75e68e2-c60e-456c-a2b8-8128ab9db53a,publish,reference/chat/client/methods/publish,realtime-sdk\pages\latest\tech-ref\chat\client\methods\publish.mdx,realtime-sdk
49dc51c9-f728-4327-a8bb-3bbc8bbd3ec9,setMemberState,reference/chat/client/methods/set-member-state,realtime-sdk\pages\latest\tech-ref\chat\client\methods\setmemberstate.mdx,realtime-sdk
2f5cf581-d38a-4dec-8b4b-a42ec0a05aaf,connect,reference/realtime-client/methods/connect,realtime-sdk\pages\latest\tech-ref\core\realtime-client\methods\connect.mdx,realtime-sdk
86fc0dfb-a03d-441f-bead-eefccaedeea4,disconnect,reference/realtime-client/methods/disconnect,realtime-sdk\pages\latest\tech-ref\core\realtime-client\methods\disconnect.mdx,realtime-sdk
68fea3a7-cc0d-4e8f-a22b-67eb1f94b1e0,Events,reference/messaging/client/events,realtime-sdk\pages\latest\tech-ref\messaging\client\events.mdx,realtime-sdk
40542dfd-7a9c-4842-9486-76d2c9809863,listen,reference/messaging/client/methods/listen,realtime-sdk\pages\latest\tech-ref\messaging\client\methods\listen.mdx,realtime-sdk
