old slug (from Docusaurus sitemap),currrent slug,NOTE
/rest/signalwire-rest/endpoints/space/list-number-assignments,/apis/relay-rest/campaign-registry/list-number-assignments,
/rest/signalwire-rest/endpoints/space/list-number-group-memberships,/apis/relay-rest/number-group-membership/list-number-group-memberships,
/rest/signalwire-rest/endpoints/space/list-number-groups,/apis/relay-rest/number-groups/list-number-groups,
/rest/signalwire-rest/endpoints/space/list-orders,/apis/relay-rest/campaign-registry/list-orders,
/rest/signalwire-rest/endpoints/space/list-phone-numbers,/apis/relay-rest/phone-numbers/list-phone-numbers,
/rest/signalwire-rest/endpoints/space/list-queue-members,/apis/relay-rest/queue-members/list-queue-members,
/rest/signalwire-rest/endpoints/space/list-queues,/apis/relay-rest/queues/list-queues,
/rest/signalwire-rest/endpoints/space/list-sip-endpoints,/apis/relay-rest/sip-endpoints/list-sip-endpoints,
/rest/signalwire-rest/endpoints/space/list-verified-caller-ids,/apis/relay-rest/verified-caller-id/list-verified-caller-ids,
/rest/signalwire-rest/endpoints/space/lookup-phone-number,/apis/relay-rest/phone-number-lookup/lookup-phone-number,
/rest/signalwire-rest/endpoints/space/multi-factor-authentication,,
/rest/signalwire-rest/endpoints/space/number-group-membership,,
/rest/signalwire-rest/endpoints/space/number-groups,,
/rest/signalwire-rest/endpoints/space/phone-number-lookup,,
/rest/signalwire-rest/endpoints/space/phone-numbers,,
/rest/signalwire-rest/endpoints/space/purchase-phone-number,/apis/relay-rest/phone-numbers/purchase-phone-number,
/rest/signalwire-rest/endpoints/space/queues,,
/rest/signalwire-rest/endpoints/space/recordings,,
/rest/signalwire-rest/endpoints/space/recordings-delete,/apis/relay-rest/recordings/delete-recording,
/rest/signalwire-rest/endpoints/space/recordings-get,/apis/relay-rest/recordings/get-recording,
/rest/signalwire-rest/endpoints/space/recordings-list,/apis/relay-rest/recordings/list-recordings,
/rest/signalwire-rest/endpoints/space/redial-verification-call,/apis/relay-rest/verified-caller-id/redial-verification-call,
/rest/signalwire-rest/endpoints/space/relay-rest-api-previous-version,,
/rest/signalwire-rest/endpoints/space/release-phone-number,/apis/relay-rest/phone-numbers/release-phone-number,
/rest/signalwire-rest/endpoints/space/request-mfa-call,/apis/relay-rest/multi-factor-authentication/request-mfa-call,
/rest/signalwire-rest/endpoints/space/request-mfa-sms,/apis/relay-rest/multi-factor-authentication/request-mfa-sms,
/rest/signalwire-rest/endpoints/space/retrieve-a-queue,/apis/relay-rest/queues/get-queue,
/rest/signalwire-rest/endpoints/space/retrieve-brand,/apis/relay-rest/campaign-registry/retrieve-brand,
/rest/signalwire-rest/endpoints/space/retrieve-campaign,/apis/relay-rest/campaign-registry/retrieve-campaign,
/rest/signalwire-rest/endpoints/space/retrieve-domain-application,/apis/relay-rest/domain-applications/retrieve-domain-application,
/rest/signalwire-rest/endpoints/space/retrieve-next-queue-member,/apis/relay-rest/queue-members/retrieve-next-queue-member,
/rest/signalwire-rest/endpoints/space/retrieve-number-group,/apis/relay-rest/number-groups/retrieve-number-group,
/rest/signalwire-rest/endpoints/space/retrieve-number-group-membership,/apis/relay-rest/number-group-membership/retrieve-number-group-membership,
/rest/signalwire-rest/endpoints/space/retrieve-order,/apis/relay-rest/campaign-registry/retrieve-order,
/rest/signalwire-rest/endpoints/space/retrieve-phone-number,/apis/relay-rest/phone-numbers/retrieve-phone-number,
/rest/signalwire-rest/endpoints/space/retrieve-queue-member,/apis/relay-rest/queue-members/retrieve-queue-member,
/rest/signalwire-rest/endpoints/space/retrieve-sip-endpoint,/apis/relay-rest/sip-endpoints/retrieve-sip-endpoint,
/rest/signalwire-rest/endpoints/space/retrieve-sip-profile,/apis/relay-rest/sip-profile/retrieve-sip-profile,
/rest/signalwire-rest/endpoints/space/retrieve-verified-caller-id,/apis/relay-rest/verified-caller-id/retrieve-verified-caller-id,
/rest/signalwire-rest/endpoints/space/search-available-phone-numbers,/apis/relay-rest/phone-numbers/search-available-phone-numbers,
/rest/signalwire-rest/endpoints/space/sip-endpoints,,
/rest/signalwire-rest/endpoints/space/sip-profile,,
/rest/signalwire-rest/endpoints/space/update-a-queue,/apis/relay-rest/queues/update-queue,
/rest/signalwire-rest/endpoints/space/update-campaign,/apis/relay-rest/campaign-registry/update-campaign,
/rest/signalwire-rest/endpoints/space/update-domain-application,/apis/relay-rest/domain-applications/update-domain-application,
/rest/signalwire-rest/endpoints/space/update-number-group,/apis/relay-rest/number-groups/update-number-group,
/rest/signalwire-rest/endpoints/space/update-phone-number,/apis/relay-rest/phone-numbers/update-phone-number,
/rest/signalwire-rest/endpoints/space/update-sip-endpoint,/apis/fabric/sip-endpoints/update-sip-endpoint,
/rest/signalwire-rest/endpoints/space/update-sip-profile,/apis/relay-rest/sip-profile/update-sip-profile,
/rest/signalwire-rest/endpoints/space/update-verified-caller-id,/apis/relay-rest/verified-caller-id/update-verified-caller-id,
/rest/signalwire-rest/endpoints/space/validate-verification-code,/apis/relay-rest/verified-caller-id/validate-verification-code,
/rest/signalwire-rest/endpoints/space/verified-caller-i-ds,,
/rest/signalwire-rest/endpoints/space/verify-mfa-token,/apis/relay-rest/multi-factor-authentication/verify-mfa-token,
/rest/signalwire-rest/endpoints/video,,
/rest/signalwire-rest/endpoints/video/conference-tokens,,
/rest/signalwire-rest/endpoints/video/conferences,,
/rest/signalwire-rest/endpoints/video/create-room,/apis/video/rooms/create-room,
/rest/signalwire-rest/endpoints/video/create-room-token,/apis/video/room-tokens/create-room-token,
/rest/signalwire-rest/endpoints/video/create-stream-by-conference-id,/apis/video/streams/create-conference-stream,
/rest/signalwire-rest/endpoints/video/create-stream-by-room-id,/apis/video/streams/create-room-stream,
/rest/signalwire-rest/endpoints/video/create-video-conference,/apis/video/conferences/create-video-conference,
/rest/signalwire-rest/endpoints/video/delete-room,/apis/video/rooms/delete-room,
/rest/signalwire-rest/endpoints/video/delete-room-recording,/apis/video/room-recordings/delete-room-recording,
/rest/signalwire-rest/endpoints/video/delete-stream,/apis/video/streams/delete-stream,
/rest/signalwire-rest/endpoints/video/delete-video-conference,/apis/video/conferences/delete-video-conference,
/rest/signalwire-rest/endpoints/video/get-conference-token,/apis/video/conference-tokens/get-conference-token,
/rest/signalwire-rest/endpoints/video/get-log,/apis/video/logs/get-log,
/rest/signalwire-rest/endpoints/video/get-room,/apis/video/rooms/get-room,
/rest/signalwire-rest/endpoints/video/get-room-by-name,/apis/video/rooms/get-room-by-name,
/rest/signalwire-rest/endpoints/video/get-room-recording,/apis/video/room-recordings/get-room-recording,
/rest/signalwire-rest/endpoints/video/get-room-session,/apis/video/room-sessions/get-room-session,
/rest/signalwire-rest/endpoints/video/get-stream,/apis/video/streams/get-stream,
/rest/signalwire-rest/endpoints/video/get-video-conference,/apis/video/conferences/get-video-conference,
/rest/signalwire-rest/endpoints/video/list-conference-tokens,/apis/video/conference-tokens/list-conference-tokens,
/rest/signalwire-rest/endpoints/video/list-logs,/apis/video/logs/list-logs,
/rest/signalwire-rest/endpoints/video/list-room-recordings,/apis/video/room-recordings/list-room-recordings,
/rest/signalwire-rest/endpoints/video/list-room-recordings-by-session,/apis/video/room-sessions/list-room-session-recordings,
/rest/signalwire-rest/endpoints/video/list-room-session-members-by-session,/apis/video/room-sessions/list-room-session-members,
/rest/signalwire-rest/endpoints/video/list-room-sessions,/apis/video/room-sessions/list-room-sessions,
/rest/signalwire-rest/endpoints/video/list-rooms,/apis/video/rooms/list-rooms,
/rest/signalwire-rest/endpoints/video/list-streams-by-conference-id,/apis/video/streams/list-conference-streams,
/rest/signalwire-rest/endpoints/video/list-streams-by-room-id,/apis/video/streams/list-room-streams,
/rest/signalwire-rest/endpoints/video/list-video-conferences,/apis/video/conferences/list-video-conferences,
/rest/signalwire-rest/endpoints/video/logs,,
/rest/signalwire-rest/endpoints/video/reset-conference-token,/apis/video/conference-tokens/reset-conference-token,
/rest/signalwire-rest/endpoints/video/room-recordings,,
/rest/signalwire-rest/endpoints/video/room-sessions,,
/rest/signalwire-rest/endpoints/video/room-tokens,,
/rest/signalwire-rest/endpoints/video/rooms,,
/rest/signalwire-rest/endpoints/video/streams,,
/rest/signalwire-rest/endpoints/video/update-room,/apis/video/rooms/update-room,
/rest/signalwire-rest/endpoints/video/update-stream,/apis/video/streams/update-stream,
/rest/signalwire-rest/endpoints/video/update-video-conference,/apis/video/conferences/update-video-conference,
/rest/signalwire-rest/endpoints/video/video-api,,
/rest/signalwire-rest/endpoints/voice,,
/rest/signalwire-rest/endpoints/voice/logs,,
/rest/signalwire-rest/endpoints/voice/logs-list,/apis/voice/logs/list-voice-logs,
/rest/signalwire-rest/endpoints/voice/logs-list-events,/apis/voice/logs/list-voice-log-events,
/rest/signalwire-rest/endpoints/voice/logs-retrieve,/apis/voice/logs/get-voice-log,
/rest/signalwire-rest/endpoints/voice/voice-api,,
/rest/signalwire-rest/guides/campaign-registry/assign-numbers-to-a-campaign-in-bulk,,
/rest/signalwire-rest/guides/campaign-registry/delete-all-number-assignments,,
/rest/signalwire-rest/guides/campaign-registry/delete-all-number-assignments-from-multiple-campaigns,,
/rest/signalwire-rest/guides/campaign-registry/list-all-campaign-number-assignments-to-csv,,
/rest/signalwire-rest/guides/campaign-registry/list-phone-numbers-assigned-to-a-specific-campaign,,
/rest/signalwire-rest/guides/campaign-registry/release-campaign-numbers-from-csv,,
/rest/signalwire-rest/guides/datasphere/curl-usage,,
/rest/signalwire-rest/guides/datasphere/pdf-ingestion-best-practices,,
/compatibility-api/guides/signalwire-status-callbacks/10dlc-tcr-status-callbacks,/apis/relay-rest/campaign-registry/webhooks/ten-dlc-status-callback,
/compatibility-api/guides/signalwire-status-callbacks/inbound-calls-status-callbacks,/compatibility-api/rest/incoming-phone-numbers/incoming-call-status-callback,
